|  65. |  01000001  |  1.12 -1.17 1.93 1.52 1.45 0.97 0.12 0.25          |  111111111111111111111111  |
|  66. |  01000001  |  1.03 -0.67 1.59 2.14 1.42 1.99 0.05 -1.30         |  111111111111111111111111  |
|  67. |  00000000  |  0.54 -1.22 1.36 1.10 1.42 1.60 -0.37 1.51         |  111000110010010011000111  |
|  68. |  01000001  |  1.35 -0.20 0.73 1.14 1.19 0.24 -0.65 -0.30        |  111111111111111111111111  |
|  69. |  01000100  |  0.81 -2.08 1.86 0.17 0.86 -0.46 0.87 1.89         |  111111111111111111111111  |
|  70. |  01000001  |  1.00 -1.50 0.93 0.46 0.63 -1.00 1.99 -1.99        |  111111111000111000000000  |
|  71. |  01000110  |  0.65 -0.13 2.01 0.95 0.64 -0.76 -1.43 1.17        |  111111111111111111111111  |
|  72. |  01110111  |  0.49 -1.22 0.62 1.19 0.98 -1.40 -0.76 -1.17       |  000000000010000000000000  |
|  73. |  11011000  |  0.86 -1.03 0.75 0.70 -1.20 2.11 1.68 1.05         |  000000000010000000000000  |
|  74. |  01101100  |  1.48 -0.78 0.17 1.30 -1.33 0.33 1.22 0.67         |  111111111111111111111111  |
|  75. |  01011010  |  1.11 -0.60 0.79 0.23 -1.14 0.26 -1.20 1.49        |  111111111111111111111111  |
|  76. |  11000011  |  0.69 -1.22 -0.10 0.33 -1.19 0.85 -1.16 -1.51      |  000000000000000011101011  |
|  77. |  01101100  |  0.38 -0.71 0.96 0.92 -0.97 -0.65 1.03 -0.11       |  000111000000000000111000  |
|  78. |  01001101  |  0.35 -0.78 1.21 1.02 -0.94 -1.10 1.20 -0.53       |  111111111111111111111111  |
|  79. |  01001110  |  0.96 -1.26 0.59 0.81 -0.65 -1.19 -0.90 1.23       |  111111111111111111111111  |
|  80. |  00011011  |  1.73 -0.22 0.96 1.37 -1.09 -0.88 -2.09 -1.67      |  000000000000101000000000  |
|  81. |  01011010  |  1.31 -2.15 1.09 -1.35 0.77 0.66 1.05 0.64         |  110010110010101000101000  |
|  82. |  01000001  |  1.82 -0.70 1.18 -1.17 1.20 2.04 0.62 -1.21        |  111111111111111111111111  |
|  83. |  01011010  |  0.33 -0.91 0.21 -1.90 1.45 1.61 -0.55 1.50        |  000010000000000000101100  |
|  84. |  01110111  |  1.40 -1.66 1.06 -1.61 1.51 0.54 -1.50 -1.49       |  111111111111111111111111  |
|  85. |  01010100  |  1.87 -1.03 1.00 -0.26 0.64 -0.76 0.85 1.01        |  111111111111111111111111  |
|  86. |  01010101  |  0.92 -2.20 1.87 -1.60 1.05 -1.00 1.39 -1.88       |  111111111111111111111111  |
|  87. |  01011010  |  0.77 -0.32 1.19 -1.62 1.18 0.13 -1.15 1.81        |  001101000000000000010000  |
|  88. |  01110111  |  1.42 -1.05 0.58 -1.71 1.14 -0.74 -1.38 -1.45      |  111111111111111111111111  |
|  89. |  11011000  |  0.89 -1.96 0.24 -0.83 -1.16 0.34 1.51 0.55        |  111111110010000000111000  |
|  90. |  01000001  |  2.02 -1.62 1.48 -0.62 -0.96 0.22 1.23 -1.15       |  110010111000000000000000  |
|  91. |  01011010  |  -0.81 -0.72 0.48 -1.13 -1.14 1.38 -1.42 1.12      |  111111110010000000111000  |
|  92. |  01011010  |  0.04 -1.25 1.48 -2.08 -0.89 1.46 -1.02 -1.14      |  111111110010010011111111  |
|  93. |  01011010  |  1.64 -0.46 0.56 -1.28 -0.51 -1.04 -0.11 1.05      |  001000000000101100000000  |
|  94. |  11110101  |  -0.29 -1.09 -0.27 -1.12 -1.35 -0.68 1.70 -1.07    |  000010000000000000101100  |
|  95. |  01011010  |  1.29 -0.86 1.20 -0.81 -1.21 -0.88 -1.02 0.54      |  111000111000101000000000  |
|  96. |  01011010  |  1.47 -1.32 0.49 -1.15 -1.55 -0.52 -1.08 -0.46     |  111000111111101100000000  |
|  97. |  01101100  |  1.08 -0.97 -1.28 1.19 0.63 0.22 0.93 -0.03        |  001000000000101100000000  |
|  98. |  01000001  |  1.54 -0.86 -1.19 2.26 1.24 2.46 1.98 -1.11        |  111111111111111111111111  |
|  99. |  00110110  |  0.61 -0.33 -0.78 0.80 1.02 0.47 -1.04 2.28        |  000000001000101000000000  |
|  100. |  01100011  |  0.75 -1.51 -1.28 1.35 1.01 0.91 -1.45 -1.20      |  111111111111111111111111  |
|  101. |  01101100  |  1.24 -1.60 -1.24 1.60 1.02 -1.00 0.73 0.98       |  111111111111111111111111  |
|  102. |  01000001  |  2.04 -1.14 -1.20 1.56 1.11 -0.93 1.17 -1.20      |  110010110010000000101000  |
|  103. |  01101100  |  1.75 -1.40 -1.37 0.85 0.15 -1.35 -0.32 1.78      |  111111111111111111111111  |
|  104. |  01110111  |  1.59 -0.79 -1.22 1.01 1.12 -1.68 -1.78 -0.93     |  111111111111111111111111  |
|  105. |  01101100  |  0.86 -0.96 -0.73 1.53 -0.81 0.93 0.19 1.12       |  111111111111111111111111  |
|  106. |  01101001  |  0.73 -0.59 -0.57 1.56 -1.28 0.20 0.30 -0.72      |  111111111111111111111111  |
|  107. |  01101010  |  0.21 -1.46 -0.34 0.92 -0.59 1.00 -0.75 0.33      |  111111111111111111111111  |
|  108. |  01000001  |  1.27 -1.36 -0.78 1.32 -1.06 1.32 -0.84 -0.27     |  000000000000010011000011  |
|  109. |  01101100  |  1.42 -1.52 -1.75 1.26 -1.40 -0.67 1.29 1.02      |  111111111111111111111111  |
|  110. |  01101001  |  0.76 -1.23 -1.51 1.38 -0.69 0.27 1.15 -1.29      |  111111111111111111111111  |
|  111. |  01101100  |  0.91 -0.94 -0.49 1.17 -1.18 -0.75 -0.90 1.39     |  111111110010000000111000  |
|  112. |  01101100  |  1.22 -1.84 -1.51 1.04 -0.60 -0.70 -0.63 -0.83    |  111000110000000000000000  |
|  113. |  01110000  |  1.08 -0.29 -0.26 -1.15 1.52 1.89 0.11 0.73       |  111111111111111111111111  |
|  114. |  01000001  |  0.59 -0.90 -0.44 -0.99 1.49 1.71 1.05 -0.43      |  000000000111000100000000  |
|  115. |  01110111  |  1.57 -1.05 -1.68 -2.64 1.03 0.03 -1.46 0.13      |  111000111111101100000000  |
|  116. |  01110011  |  0.84 -0.17 -1.10 -1.56 0.76 2.01 -0.73 -1.12     |  111111111111111111111111  |
|  117. |  01101100  |  0.36 -1.26 -1.29 -0.97 -0.11 -1.01 1.10 0.82     |  110000111000000111010011  |
|  118. |  01110111  |  1.40 -1.74 -1.50 -0.37 1.11 -0.73 0.65 -1.64     |  111111111111111111111111  |
|  119. |  01110111  |  1.10 -1.10 -2.02 -0.66 1.58 -0.92 -0.55 0.33     |  111111111111111111111111  |
|  120. |  01110111  |  1.25 -0.99 -0.64 -0.68 1.40 -0.86 -0.86 -1.64    |  111111111111111111111111  |
|  121. |  01101100  |  0.97 -0.73 -1.92 -1.07 -1.08 0.77 1.53 1.63      |  000000001000101000000000  |
|  122. |  01111001  |  0.05 -1.18 -1.13 -1.05 -1.23 1.06 1.12 -1.48     |  111111111111111111111111  |
|  123. |  11111011  |  -0.12 -0.32 -0.61 -0.61 -0.62 1.56 -1.15 -0.08   |  111111111111111111111111  |
|  124. |  01110111  |  0.89 -1.30 -1.10 -0.73 -0.51 0.67 -0.40 -0.97    |  001101000000000000000000  |
|  125. |  01101100  |  0.63 -1.29 -1.49 -0.25 -0.31 -0.64 0.80 0.73     |  111111111111111111111111  |
|  126. |  00101101  |  1.89 -1.42 -0.86 0.25 -1.11 -1.33 1.81 -1.42     |  111000111000101111010011  |
|  127. |  01011010  |  1.28 -1.63 -0.80 -1.22 -1.62 -0.45 -1.23 0.08    |  111000111111101100000000  |
|  128. |  01110111  |  0.98 -2.38 -1.65 -1.40 -0.97 -1.88 -0.53 -1.06   |  111111111111111111111111  |
|  129. |  10000010  |  -0.99 0.77 1.27 1.10 1.46 1.10 0.81 0.66         |  111111111111111111111111  |
|  130. |  11000011  |  -0.85 0.54 1.50 1.43 0.38 0.46 0.64 -0.66        |  111000110010000000000000  |
|  131. |  10000010  |  -1.18 1.78 1.22 1.12 1.23 1.85 -0.61 0.75        |  111111111111111111111111  |
|  132. |  11000011  |  -0.86 0.53 0.83 1.07 0.73 -0.12 -0.68 -1.18      |  111000111111101100000000  |
|  133. |  10110100  |  -2.29 1.28 1.41 1.10 1.33 -1.52 1.33 1.42        |  000000000010000000101000  |
|  134. |  10001101  |  -0.99 1.31 0.87 0.91 -0.03 -1.20 0.50 -0.29      |  111111111111111111111111  |
|  135. |  10000010  |  -1.36 1.62 1.56 1.23 0.55 -1.26 -0.89 1.09       |  111000111000101000000000  |
|  136. |  10000010  |  -1.60 1.67 0.67 0.79 0.83 -0.52 -1.42 -0.80      |  001000000000101100000000  |
|  137. |  11000011  |  -0.85 0.77 0.79 1.46 -1.03 1.02 0.34 0.82        |  111111110010000011111111  |
|  138. |  10011001  |  -1.40 1.17 1.06 0.66 -0.41 1.06 0.38 -1.17       |  111111111111111111111111  |
|  139. |  10000010  |  -0.51 0.69 1.02 0.28 -0.10 0.79 -1.57 1.02       |  111111111111111111111111  |
|  140. |  11000011  |  -0.53 0.16 1.30 1.48 0.10 0.56 -0.62 -0.82       |  111111111111111111111111  |
|  141. |  10000010  |  -0.88 1.05 0.87 1.16 -0.61 0.11 0.81 0.98        |  111111110010101011111011  |
|  142. |  10001101  |  -1.37 1.69 1.37 1.44 -1.10 -0.96 0.56 -0.96      |  111111111111111111111111  |
|  143. |  10000010  |  -0.35 1.51 0.38 0.96 -0.40 -0.46 -1.81 1.67      |  110010111111111111101111  |
|  144. |  10101111  |  -1.40 1.36 0.75 0.78 -1.30 -1.24 -1.53 -0.36     |  111111111111111111111111  |
|  145. |  10110100  |  -1.53 0.53 0.26 -0.69 1.15 1.31 1.56 1.11        |  111000111000101000000000  |
|  146. |  10011001  |  -0.55 1.81 0.06 -2.23 0.92 0.96 0.14 -1.34       |  110010111111000000101100  |
|  147. |  10110100  |  -0.69 1.17 -0.13 -2.12 1.40 0.57 0.45 1.19       |  111111111111111111111111  |
|  148. |  10011001  |  -1.34 0.97 0.50 -1.20 0.63 0.77 -0.56 -1.54      |  110010110010000011101011  |
|  149. |  10110100  |  -1.37 1.31 0.12 -0.05 0.35 -1.00 0.17 0.78       |  111111111111111111111111  |
|  150. |  10110100  |  -1.43 0.73 1.45 -1.25 1.26 -0.52 1.28 0.18       |  000010000000000000101000  |
|  151. |  10010110  |  -0.83 1.68 1.46 -1.04 0.86 -1.12 -1.02 1.47      |  111111111111111111111111  |
|  152. |  10010111  |  -0.60 1.40 1.09 -0.49 0.94 -1.46 -1.97 -0.44     |  111111111111111111111111  |
|  153. |  10011001  |  -0.93 1.41 0.78 -1.13 -0.58 0.28 0.70 0.45       |  111000111111101100000000  |
|  154. |  10011001  |  -0.16 0.87 0.51 -1.34 -0.97 0.80 1.11 -0.68      |  111111111111111111111111  |
|  155. |  10000010  |  -0.84 0.25 0.68 -0.53 -0.49 1.19 -1.37 0.67      |  110010110000000000000000  |
|  156. |  00011011  |  -1.10 0.37 1.74 -1.12 -0.71 1.10 -1.15 -0.91     |  111111110010010011111111  |
|  157. |  10011100  |  -0.87 1.22 2.37 -1.12 -1.22 -1.50 0.90 1.26      |  111111111111111111111111  |
|  158. |  10011001  |  -1.01 1.12 1.42 -0.91 0.24 -1.27 2.00 -1.31      |  001000000000101000000000  |
|  159. |  10011110  |  -0.58 1.83 0.70 -0.54 -2.15 -1.73 -0.04 0.48     |  111111111111111111111111  |
|  160. |  10011001  |  -0.92 0.97 1.84 -1.34 -0.71 -0.95 -0.03 -1.34    |  111111111111111111111111  |
|  161. |  10100000  |  -1.13 0.90 -1.04 1.32 1.23 1.08 0.62 1.08        |  111111111111111111111111  |
|  162. |  11110101  |  -1.09 1.41 -1.82 1.29 1.47 0.97 0.72 -1.60       |  000000000000000011111111  |
|  163. |  10000010  |  -1.64 1.89 -0.61 1.63 0.93 1.94 -0.86 0.63       |  111111111111111111111111  |
|  164. |  11000011  |  -0.83 1.16 -0.17 0.58 1.41 0.77 -0.89 -1.67      |  111000111111101111111111  |
|  165. |  10110100  |  -0.92 1.21 -0.88 1.02 1.28 -1.04 0.79 0.75       |  000000001111111111111111  |
|  166. |  10110100  |  -1.01 1.17 -0.95 1.72 1.38 0.06 0.76 -0.20       |  000000000000000011000111  |
|  167. |  10000010  |  -1.10 1.55 -1.52 1.44 1.44 -1.62 -0.96 1.19      |  110101110101000100000000  |
|  168. |  11110101  |  -1.39 0.49 -1.12 1.54 2.41 -0.94 0.04 -1.16      |  000000000101000100000000  |
|  169. |  10101000  |  -0.62 2.07 -1.15 1.27 -1.12 1.25 1.30 0.71       |  111111111111111111111111  |
|  170. |  10101001  |  -0.86 0.99 -0.08 1.58 -1.09 1.23 0.50 -0.47      |  111111111111111111111111  |
|  171. |  10101010  |  -1.02 1.29 -1.19 0.74 -1.19 1.00 -1.61 1.11      |  111111111111111111111111  |
|  172. |  10101111  |  -0.91 0.72 -1.89 1.30 -0.32 0.38 -1.41 -0.30     |  111000111111101100000000  |
|  173. |  00101101  |  -1.24 1.08 -1.10 1.43 -1.55 -0.31 1.47 0.94      |  111000110010111111000011  |
|  174. |  00101101  |  -0.68 0.10 -0.91 0.28 -1.00 -1.03 1.03 -0.57     |  111000111111111111000111  |
|  175. |  10101111  |  -1.36 0.99 -1.09 1.67 -1.87 -1.29 -1.49 0.45     |  111111111111111111111111  |
|  176. |  10101111  |  -0.83 0.49 -1.06 0.64 -1.15 -1.49 -0.60 -1.00    |  111111111111111111111111  |
|  177. |  10110100  |  -1.59 0.76 -1.69 -0.53 1.90 1.25 1.99 1.30       |  111000111000101000000000  |
|  178. |  10110001  |  -1.39 1.22 -1.45 -0.97 0.33 1.09 1.10 -0.30      |  111111111111111111111111  |
|  179. |  10000010  |  -0.99 1.19 -0.31 -0.94 1.02 1.24 -0.34 1.62      |  000000000111000111111111  |
|  180. |  10110011  |  -1.78 1.15 -1.19 -0.69 0.22 1.53 -0.59 -0.86     |  111111111111111111111111  |
|  181. |  10110100  |  -0.91 1.36 -1.56 -1.32 0.66 -0.83 1.03 0.78      |  111111111111111111111111  |
|  182. |  11110101  |  -0.76 0.33 -0.85 -1.18 0.88 -1.66 1.87 -1.16     |  111111111111111111111111  |
|  183. |  10110100  |  -1.70 1.15 -0.91 -0.90 0.67 -2.03 -0.23 1.58     |  111111111111111111111111  |
|  184. |  00110110  |  0.38 0.69 -1.93 -1.04 0.86 -0.72 -1.19 -0.61     |  111111111111111111111111  |
|  185. |  10110100  |  -0.37 1.22 -1.55 -0.88 -0.74 0.81 1.39 1.12      |  001101000000000011000011  |
|  186. |  10011001  |  -0.19 0.28 -0.95 -0.50 -1.46 0.77 1.54 -1.46     |  000000000010000000111000  |
|  187. |  10111010  |  -1.93 0.99 -1.10 -1.72 -1.35 1.36 -0.71 1.05     |  111111111111111111111111  |
|  188. |  10111010  |  -0.99 1.60 -1.10 -0.83 -0.39 1.09 -1.04 0.05     |  111111111111111111111111  |
|  189. |  10110100  |  -1.13 0.95 -0.88 -1.52 -1.95 -1.32 1.44 1.19     |  000010000000000000101100  |
|  190. |  11110101  |  -1.02 0.23 -1.12 -0.94 -0.37 -0.83 1.34 -0.65    |  111111111111111111111111  |
|  191. |  10101111  |  -0.77 0.68 -0.86 -1.71 -1.08 -0.97 -0.68 0.28    |  000000001000101000000000  |
|  192. |  10101111  |  -0.63 1.01 -0.98 -0.37 -1.57 -1.47 -0.85 -1.27   |  111111111111111111111111  |
|  193. |  01000001  |  -0.54 -1.72 1.02 0.85 1.45 1.59 1.08 0.56        |  111000111111111111000111  |
|  194. |  11000011  |  -0.83 -0.71 0.33 0.39 0.58 0.86 0.22 -1.58       |  111111111111111111111111  |
|  195. |  10000010  |  -0.82 -0.71 0.20 0.70 0.62 0.62 -0.41 1.01       |  111000111111101100000000  |
|  196. |  11000011  |  -0.36 -0.68 0.72 1.47 1.39 0.74 -0.14 -1.05      |  111111111111111111111111  |
|  197. |  11000100  |  -1.23 -1.46 1.39 0.41 1.23 -0.60 1.30 0.63       |  111111111111111111111111  |
|  198. |  11110101  |  -1.61 -1.04 0.92 0.15 1.60 -1.10 1.12 -0.46      |  111111111111111111111111  |
|  199. |  11101110  |  -0.89 -1.36 1.21 0.98 0.89 -1.14 -0.37 1.02      |  000010000000000000000000  |
|  200. |  01000111  |  0.07 -1.27 0.89 1.39 0.99 -2.30 -0.67 -0.66      |  111111111111111111111111  |
|  201. |  11011000  |  -0.72 -1.09 0.36 1.01 -1.38 1.55 0.97 0.75       |  000000001111111111111111  |
|  202. |  11011000  |  -1.34 -1.56 0.73 1.61 -1.10 1.26 1.55 -0.39      |  000000001000111011111011  |
|  203. |  01011010  |  0.06 -0.83 1.32 1.11 -1.99 1.43 -0.71 1.49       |  000000000111000111000111  |
|  204. |  11000011  |  -0.69 -0.55 0.82 1.59 -1.93 1.88 -0.93 -1.83     |  000010000000010011101111  |
|  205. |  11011000  |  -0.99 -0.86 0.77 0.71 -1.51 -1.03 1.03 1.46      |  000000001000101000000000  |
|  206. |  11001101  |  -0.56 -1.07 0.59 1.24 -0.32 -0.80 0.66 -0.80     |  111111111111111111111111  |
|  207. |  11001110  |  -0.33 -0.68 1.41 0.98 -0.92 -0.01 -0.76 1.13     |  111111111111111111111111  |
|  208. |  11001111  |  -1.12 -1.35 1.30 0.93 -1.00 -1.77 -0.42 -1.11    |  111111111111111111111111  |
|  209. |  10110100  |  -2.32 -0.32 0.66 -0.98 1.30 -0.03 1.45 0.73      |  111000111111101100000000  |
|  210. |  11110101  |  -1.94 -0.96 0.37 -0.54 0.25 0.40 0.81 -1.28      |  110010111111000000101100  |
|  211. |  11011000  |  -1.29 -1.36 0.98 -0.81 0.28 1.32 -0.09 0.15      |  111111110010010011111111  |
|  212. |  11000011  |  -1.47 -0.57 1.68 -0.92 0.49 0.42 -1.85 -1.09     |  111111111000111000000000  |
|  213. |  11011000  |  -0.69 -0.48 0.74 -0.56 0.35 -0.23 1.76 0.63      |  001101000000111111010011  |
|  214. |  11110101  |  -1.35 -1.43 0.95 -1.27 0.69 -1.35 1.15 -0.15     |  000010000000000000101100  |
|  215. |  11010110  |  -0.96 -1.43 1.12 -1.46 1.42 -1.49 -1.28 1.22     |  111111111111111111111111  |
|  216. |  11110101  |  -1.25 -0.42 -0.01 -2.06 0.97 -0.18 -1.12 -1.69   |  111111110010000000111000  |
|  217. |  11011000  |  -1.09 -0.93 0.80 -1.00 0.26 0.96 1.30 0.49       |  111111111111111111111111  |
|  218. |  10011001  |  -0.29 -0.71 0.74 -0.54 -0.57 1.57 1.68 -1.01     |  111111111111111111111111  |
|  219. |  01011010  |  0.00 -1.14 0.93 -0.68 -0.82 0.58 -1.13 0.19      |  111111111111111111111111  |
|  220. |  11000011  |  -1.41 -0.61 2.17 -0.26 -1.42 0.91 -1.92 -1.37    |  110010110000000111010011  |
|  221. |  11011000  |  -1.37 -1.57 0.46 -1.44 -2.23 -1.75 1.63 0.99     |  111000111000101000000000  |
|  222. |  11011000  |  -0.61 -1.22 0.66 -0.93 -1.04 -0.50 1.33 -0.34    |  111000111111101100000000  |
|  223. |  11101110  |  -0.55 -0.39 0.48 -0.29 -1.37 -0.81 -1.59 0.97    |  000000000111000111111111  |
|  224. |  11000011  |  -1.74 -1.73 1.56 -0.87 -0.68 -0.61 -1.48 -1.38   |  000000001000000000000000  |
|  225. |  11100000  |  -1.66 -0.89 -1.43 1.81 0.95 1.66 0.28 1.45       |  111111111111111111111111  |
|  226. |  11000011  |  -1.33 -1.22 -0.36 0.84 0.29 0.57 0.47 -1.39      |  110010110010000000101000  |
|  227. |  11100010  |  -1.39 -0.74 -1.43 1.32 0.71 1.10 -1.24 0.09      |  111111111111111111111111  |
